,timestamp,symbol,open,high,low,close,trades,volume,vwap,lastSize,turnover,homeNotional,foreignNotional
0,2020-06-11 15:55:00+00:00,XBTUSD,9526.5,9527.0,9526.5,9527.0,170,401730,9527.439,100,4216753668,42.16753668000001,401730.0
1,2020-06-11 15:56:00+00:00,XBTUSD,9527.0,9526.5,9519.5,9520.0,403,1039551,9521.9958,500,10917677018,109.17677017999998,1039551.0
2,2020-06-11 15:57:00+00:00,XBTUSD,9520.0,9520.0,9515.5,9515.5,279,1175472,9517.4645,10,12351220569,123.51220569000003,1175472.0
3,2020-06-11 15:58:00+00:00,XBTUSD,9515.5,9518.0,9511.0,9518.0,616,3094915,9513.8426,200,32531412474,325.31412474000007,3094915.0
4,2020-06-11 15:59:00+00:00,XBTUSD,9518.0,9518.0,9506.5,9507.0,465,2256735,9512.9376,98,23724315255,237.24315255000002,2256735.0
5,2020-06-11 16:00:00+00:00,XBTUSD,9507.0,9512.0,9506.5,9507.5,374,2864210,9509.3191,1540,30122666869,301.22666869,2864210.0
6,2020-06-11 16:01:00+00:00,XBTUSD,9507.5,9507.5,9450.0,9464.5,4926,27304688,9479.5715,2000,288049784296,2880.497842959999,27304688.0
7,2020-06-11 16:02:00+00:00,XBTUSD,9464.5,9490.5,9465.0,9490.0,1655,8146426,9476.8764,763,85966654103,859.6665410299998,8146426.0
8,2020-06-11 16:03:00+00:00,XBTUSD,9490.0,9517.0,9487.0,9517.0,1646,6920770,9505.7034,10002,72811650565,728.11650565,6920770.0
9,2020-06-11 16:04:00+00:00,XBTUSD,9517.0,9537.5,9517.0,9537.0,1580,5776344,9530.163,991,60615156755,606.15156755,5776344.0
10,2020-06-11 16:05:00+00:00,XBTUSD,9537.0,9537.0,9520.0,9520.0,619,3081840,9531.0713,100,32337188478,323.37188478,3081840.0
11,2020-06-11 16:06:00+00:00,XBTUSD,9520.0,9534.0,9520.0,9533.5,592,1442794,9529.2548,2257,15141041473,151.41041472999996,1442794.0
12,2020-06-11 16:07:00+00:00,XBTUSD,9533.5,9550.5,9534.0,9536.5,1298,7013904,9544.717,42,73486788820,734.8678881999998,7013904.0
13,2020-06-11 16:08:00+00:00,XBTUSD,9536.5,9548.5,9535.0,9542.0,561,2745107,9544.717,500,28763064417,287.63064417000004,2745107.0
14,2020-06-11 16:09:00+00:00,XBTUSD,9542.0,9542.5,9533.5,9533.5,304,843987,9539.254,141,8848291858,88.48291858,843987.0
15,2020-06-11 16:10:00+00:00,XBTUSD,9533.5,9536.0,9531.5,9532.0,281,1069778,9532.8885,5503,11222186130,112.2218613,1069778.0
16,2020-06-11 16:11:00+00:00,XBTUSD,9532.0,9535.5,9531.0,9531.0,246,1064272,9533.7973,2,11164200770,111.64200770000001,1064272.0
17,2020-06-11 16:12:00+00:00,XBTUSD,9531.0,9533.0,9518.0,9518.5,628,1912532,9528.3468,1000,20073193547,200.73193547,1912532.0
18,2020-06-11 16:13:00+00:00,XBTUSD,9518.5,9530.0,9518.0,9529.5,486,1493091,9529.2548,1000,15669862911,156.69862910999996,1493091.0
19,2020-06-11 16:14:00+00:00,XBTUSD,9529.5,9532.0,9529.0,9531.5,208,927822,9531.0713,100,9734802712,97.34802712000001,927822.0
20,2020-06-11 16:15:00+00:00,XBTUSD,9531.5,9538.5,9531.5,9538.5,310,1704288,9532.8885,4000,17878492012,178.78492012000007,1704288.0
21,2020-06-11 16:16:00+00:00,XBTUSD,9538.5,9538.5,9531.5,9532.0,251,1036069,9533.7973,900,10868082445,108.68082444999999,1036069.0
22,2020-06-11 16:17:00+00:00,XBTUSD,9532.0,9532.5,9529.0,9532.5,259,426668,9530.163,500,4477113540,44.7711354,426668.0
23,2020-06-11 16:18:00+00:00,XBTUSD,9532.5,9532.5,9521.0,9521.0,400,1197355,9528.3468,546,12566604110,125.66604109999999,1197355.0
24,2020-06-11 16:19:00+00:00,XBTUSD,9521.0,9529.0,9521.0,9523.0,263,590305,9523.8095,4792,6198735340,61.987353399999996,590305.0
25,2020-06-11 16:20:00+00:00,XBTUSD,9523.0,9523.0,9505.0,9505.5,892,3834561,9514.7479,100,40304771974,403.04771974000005,3834561.0
26,2020-06-11 16:21:00+00:00,XBTUSD,9505.5,9505.5,9465.5,9498.5,1933,9325542,9487.666,4,98295762568,982.9576256800001,9325542.0
27,2020-06-11 16:22:00+00:00,XBTUSD,9498.5,9499.0,9491.5,9493.0,448,2366114,9493.9713,50,24922656107,249.22656106999997,2366114.0
28,2020-06-11 16:23:00+00:00,XBTUSD,9493.0,9497.5,9473.0,9497.0,1226,6422919,9488.5663,400,67696628133,676.9662813299999,6422919.0
29,2020-06-11 16:24:00+00:00,XBTUSD,9497.0,9504.5,9497.5,9500.0,438,1489491,9502.0905,165,15676860683,156.76860683000004,1489491.0
30,2020-06-11 16:25:00+00:00,XBTUSD,9500.0,9505.0,9500.0,9504.5,280,983843,9504.7999,2500,10351649463,103.51649463000001,983843.0
31,2020-06-11 16:26:00+00:00,XBTUSD,9504.5,9513.0,9503.0,9513.0,466,1684110,9506.6071,1427,17716562331,177.16562331,1684110.0
32,2020-06-11 16:27:00+00:00,XBTUSD,9513.0,9513.0,9505.5,9505.5,203,830756,9509.3191,9000,8736660904,87.36660903999999,830756.0
33,2020-06-11 16:28:00+00:00,XBTUSD,9505.5,9516.0,9505.5,9511.5,458,1661392,9512.0327,500,17467195521,174.67195521000002,1661392.0
34,2020-06-11 16:29:00+00:00,XBTUSD,9511.5,9514.0,9511.5,9514.0,213,958965,9512.9376,5000,10081519171,100.81519170999998,958965.0
35,2020-06-11 16:30:00+00:00,XBTUSD,9514.0,9514.0,9513.5,9514.0,121,578293,9514.0,100,6078437723,60.784377230000004,578293.0
36,2020-06-11 16:31:00+00:00,XBTUSD,9514.0,9514.0,9500.0,9500.0,781,4017757,9502.9934,485,42281042648,422.81042647999993,4017757.0
37,2020-06-11 16:32:00+00:00,XBTUSD,9500.0,9500.5,9497.5,9498.0,265,1108108,9500.285,12516,11664813009,116.64813008999998,1108108.0
38,2020-06-11 16:33:00+00:00,XBTUSD,9498.0,9498.0,9483.5,9493.0,809,3187564,9489.4667,5000,33592886794,335.92886794000003,3187564.0
39,2020-06-11 16:34:00+00:00,XBTUSD,9493.0,9493.0,9481.5,9486.0,404,2197222,9489.4667,21282,23155547980,231.55547980000003,2197222.0
40,2020-06-11 16:35:00+00:00,XBTUSD,9486.0,9486.0,9475.0,9479.0,712,2990240,9478.673,800,31548821541,315.48821541000007,2990240.0
41,2020-06-11 16:36:00+00:00,XBTUSD,9479.0,9479.5,9472.0,9472.5,434,2137927,9474.1829,200,22566797291,225.66797291000003,2137927.0
42,2020-06-11 16:37:00+00:00,XBTUSD,9472.5,9488.5,9472.5,9488.5,526,2579467,9478.673,308,27213521237,272.13521237,2579467.0
43,2020-06-11 16:38:00+00:00,XBTUSD,9488.5,9488.5,9481.5,9484.0,297,2020028,9484.0668,4,21301037163,213.01037163,2020028.0
44,2020-06-11 16:39:00+00:00,XBTUSD,9484.0,9486.0,9482.0,9485.0,316,2190737,9484.9663,1000,23097868851,230.97868851000004,2190737.0
45,2020-06-11 16:40:00+00:00,XBTUSD,9485.0,9487.0,9484.5,9484.5,205,829911,9485.8661,50,8749112438,87.49112438,829911.0
46,2020-06-11 16:41:00+00:00,XBTUSD,9484.5,9485.0,9475.0,9475.0,374,1234586,9479.5715,3401,13024129531,130.24129530999997,1234586.0
47,2020-06-11 16:42:00+00:00,XBTUSD,9475.0,9475.5,9450.0,9450.0,1994,13009254,9458.0535,47921,137550551102,1375.5055110199999,13009254.0
48,2020-06-11 16:43:00+00:00,XBTUSD,9450.0,9456.0,9424.0,9456.0,3452,15305039,9441.979,11000,162110458973,1621.1045897299998,15305039.0
49,2020-06-11 16:44:00+00:00,XBTUSD,9456.0,9456.0,9442.5,9444.5,529,2397599,9450.0095,300,25373771050,253.7377105,2397599.0
50,2020-06-11 16:45:00+00:00,XBTUSD,9444.5,9445.0,9416.0,9422.0,1894,9436215,9428.6253,5000,100089441062,1000.89441062,9436215.0
51,2020-06-11 16:46:00+00:00,XBTUSD,9422.0,9422.5,9362.5,9391.5,4339,36330378,9396.7299,31,386646482417,3866.464824169999,36330378.0
52,2020-06-11 16:47:00+00:00,XBTUSD,9391.5,9423.5,9390.5,9423.5,2146,13126249,9404.6835,105,139573247005,1395.7324700500005,13126249.0
53,2020-06-11 16:48:00+00:00,XBTUSD,9423.5,9426.0,9399.0,9399.0,951,4929921,9414.4229,5000,52368138446,523.68138446,4929921.0
54,2020-06-11 16:49:00+00:00,XBTUSD,9399.0,9410.0,9390.0,9410.0,917,3881406,9400.2632,4,41293453605,412.93453605,3881406.0
55,2020-06-11 16:50:00+00:00,XBTUSD,9410.0,9410.0,9397.5,9397.5,691,4785002,9401.1469,4677,50900151134,509.00151134000004,4785002.0
56,2020-06-11 16:51:00+00:00,XBTUSD,9397.5,9398.0,9350.0,9350.0,2416,11434280,9372.9497,1000,122001042015,1220.01042015,11434280.0
57,2020-06-11 16:52:00+00:00,XBTUSD,9350.0,9395.0,9350.5,9374.0,2018,12957973,9375.586,1270,138218024183,1382.18024183,12957973.0
58,2020-06-11 16:53:00+00:00,XBTUSD,9374.0,9374.0,9280.0,9312.5,6079,39319157,9318.796,243,421943643855,4219.436438550001,39319157.0
59,2020-06-11 16:54:00+00:00,XBTUSD,9312.5,9338.0,9312.0,9328.0,2007,12307660,9324.8788,18700,131995435922,1319.9543592199998,12307660.0
60,2020-06-11 16:55:00+00:00,XBTUSD,9328.0,9345.0,9326.5,9329.5,1305,6558726,9333.5822,2,70273674877,702.73674877,6558726.0
61,2020-06-11 16:56:00+00:00,XBTUSD,9329.5,9329.5,9300.0,9321.5,1718,7146709,9315.3237,45,76724524200,767.245242,7146709.0
62,2020-06-11 16:57:00+00:00,XBTUSD,9321.5,9335.5,9320.5,9324.5,1236,8342801,9330.0989,150,89425872854,894.25872854,8342801.0
63,2020-06-11 16:58:00+00:00,XBTUSD,9324.5,9330.5,9315.0,9328.5,834,2887670,9325.7484,50,30967272723,309.67272722999996,2887670.0
64,2020-06-11 16:59:00+00:00,XBTUSD,9328.5,9329.0,9228.5,9258.5,4797,29844465,9258.402,209,322377980910,3223.779809100001,29844465.0
65,2020-06-11 17:00:00+00:00,XBTUSD,9258.5,9258.5,9022.0,9039.5,9344,76658576,9152.4803,1671,837620610574,8376.206105739997,76658576.0
66,2020-06-11 17:01:00+00:00,XBTUSD,9039.5,9183.5,9012.0,9145.5,4889,46461292,9090.9091,456,511110550783,5111.105507829999,46461292.0
67,2020-06-11 17:02:00+00:00,XBTUSD,9145.5,9218.0,9145.0,9215.0,3882,23120113,9182.7365,639,251797045539,2517.97045539,23120113.0
68,2020-06-11 17:03:00+00:00,XBTUSD,9215.0,9215.5,9180.0,9196.5,2720,17178659,9198.7858,2000,186761816656,1867.6181665599995,17178659.0
69,2020-06-11 17:04:00+00:00,XBTUSD,9196.5,9260.0,9189.0,9255.0,2784,13908708,9225.0923,750,150775363798,1507.7536379800001,13908708.0
70,2020-06-11 17:05:00+00:00,XBTUSD,9255.0,9258.0,9230.0,9244.0,2959,13174118,9245.5621,20,142503747088,1425.03747088,13174118.0
71,2020-06-11 17:06:00+00:00,XBTUSD,9244.0,9244.0,9188.5,9217.0,2659,15522152,9214.0422,1255,168470771146,1684.7077114600004,15522152.0
72,2020-06-11 17:07:00+00:00,XBTUSD,9217.0,9220.0,9208.5,9219.5,801,4328312,9215.7405,10,46969881121,469.69881121,4328312.0
73,2020-06-11 17:08:00+00:00,XBTUSD,9219.5,9246.5,9219.5,9241.0,1219,5404799,9235.3158,2,58526221596,585.2622159599999,5404799.0
74,2020-06-11 17:09:00+00:00,XBTUSD,9241.0,9250.0,9223.5,9250.0,1508,6480714,9238.7288,200,70147587586,701.4758758599999,6480714.0
75,2020-06-11 17:10:00+00:00,XBTUSD,9250.0,9255.0,9239.0,9248.0,1046,3778511,9248.9826,150,40853738005,408.53738004999985,3778511.0
76,2020-06-11 17:11:00+00:00,XBTUSD,9248.0,9248.0,9238.0,9247.5,689,2897018,9243.8528,2,31342541028,313.42541028,2897018.0
77,2020-06-11 17:12:00+00:00,XBTUSD,9247.5,9250.5,9241.0,9241.5,971,7324808,9247.2721,527,79213840790,792.1384079000002,7324808.0
78,2020-06-11 17:13:00+00:00,XBTUSD,9241.5,9241.5,9230.0,9232.5,846,3991336,9237.8753,246,43208208131,432.08208131000004,3991336.0
79,2020-06-11 17:14:00+00:00,XBTUSD,9232.5,9246.5,9232.5,9246.0,688,1884966,9239.5824,100,20402091103,204.02091102999998,1884966.0
80,2020-06-11 17:15:00+00:00,XBTUSD,9246.0,9279.0,9246.0,9273.0,1482,8779068,9259.2593,320,94818760464,948.1876046400001,8779068.0
81,2020-06-11 17:16:00+00:00,XBTUSD,9273.0,9280.0,9265.5,9280.0,1011,6974262,9272.1372,2,75217639028,752.1763902799997,6974262.0
82,2020-06-11 17:17:00+00:00,XBTUSD,9280.0,9282.5,9238.5,9269.5,2399,15326231,9266.9817,1000,165389554855,1653.895548550001,15326231.0
83,2020-06-11 17:18:00+00:00,XBTUSD,9269.5,9269.5,9266.0,9266.0,420,1928565,9266.9817,9,20811535219,208.11535218999998,1928565.0
84,2020-06-11 17:19:00+00:00,XBTUSD,9266.0,9266.5,9250.0,9250.5,861,5688759,9260.1167,2000,61433474947,614.33474947,5688759.0
85,2020-06-11 17:20:00+00:00,XBTUSD,9250.5,9282.0,9250.0,9267.0,1501,10312336,9270.4181,20000,111240155616,1112.4015561600002,10312336.0
86,2020-06-11 17:21:00+00:00,XBTUSD,9267.0,9271.5,9267.0,9271.5,370,834452,9268.6996,27,9003535190,90.03535190000001,834452.0
87,2020-06-11 17:22:00+00:00,XBTUSD,9271.5,9285.0,9271.0,9277.0,1142,6457341,9280.7425,500,69580267392,695.8026739200002,6457341.0
88,2020-06-11 17:23:00+00:00,XBTUSD,9277.0,9286.5,9276.5,9286.5,400,1358281,9283.3271,688,14631705882,146.31705882,1358281.0
89,2020-06-11 17:24:00+00:00,XBTUSD,9286.5,9295.0,9286.0,9295.0,871,6665564,9292.8167,969,71731997674,717.31997674,6665564.0
90,2020-06-11 17:25:00+00:00,XBTUSD,9295.0,9310.0,9294.5,9295.0,1447,9758112,9301.4603,2500,104918160402,1049.1816040199992,9758112.0
91,2020-06-11 17:26:00+00:00,XBTUSD,9295.0,9304.5,9293.0,9304.0,638,4520997,9298.0009,1333,48626440756,486.2644075600001,4520997.0
92,2020-06-11 17:27:00+00:00,XBTUSD,9304.0,9320.0,9304.0,9314.0,1102,7290415,9315.3237,50,78264216855,782.6421685500001,7290415.0
93,2020-06-11 17:28:00+00:00,XBTUSD,9314.0,9319.0,9313.5,9314.0,493,2165293,9315.3237,93,23245362535,232.45362535000004,2165293.0
94,2020-06-11 17:29:00+00:00,XBTUSD,9314.0,9327.0,9314.0,9327.0,933,3057347,9322.2709,618,32798488953,327.9848895299998,3057347.0
95,2020-06-11 17:30:00+00:00,XBTUSD,9327.0,9327.0,9323.5,9325.5,515,1505560,9325.7484,484,16145095496,161.45095496000002,1505560.0
96,2020-06-11 17:31:00+00:00,XBTUSD,9325.5,9334.5,9325.0,9325.0,826,3629617,9330.0989,10000,38903174619,389.03174619000004,3629617.0
97,2020-06-11 17:32:00+00:00,XBTUSD,9325.0,9325.5,9311.0,9311.5,878,5253163,9319.6645,10,56370486686,563.7048668600002,5253163.0
98,2020-06-11 17:33:00+00:00,XBTUSD,9311.5,9311.5,9306.0,9306.0,354,1514289,9309.2534,1,16267636779,162.67636779,1514289.0
99,2020-06-11 17:34:00+00:00,XBTUSD,9306.0,9319.0,9305.0,9318.5,616,4663727,9309.2534,21793,50098599501,500.9859950100001,4663727.0
100,2020-06-11 17:35:00+00:00,XBTUSD,9318.5,9319.0,9318.5,9319.0,245,2182941,9319.0,5000,23425139871,234.25139871000002,2182941.0
101,2020-06-11 17:36:00+00:00,XBTUSD,9319.0,9320.5,9318.5,9320.0,230,1076613,9319.6645,1,11552398471,115.52398470999998,1076613.0
102,2020-06-11 17:37:00+00:00,XBTUSD,9320.0,9320.5,9315.0,9316.0,265,1095283,9317.9277,4,11754818474,117.54818474,1095283.0
103,2020-06-11 17:38:00+00:00,XBTUSD,9316.0,9316.0,9309.5,9310.0,283,2022586,9314.456,5000,21715882048,217.15882047999997,2022586.0
104,2020-06-11 17:39:00+00:00,XBTUSD,9310.0,9310.0,9305.0,9309.0,209,650937,9307.5205,10,6994272187,69.94272187000001,650937.0
105,2020-06-11 17:40:00+00:00,XBTUSD,9309.0,9315.5,9308.5,9315.5,303,1586766,9310.987,1,17042814153,170.42814152999998,1586766.0
106,2020-06-11 17:41:00+00:00,XBTUSD,9315.5,9323.0,9315.5,9323.0,348,1999175,9320.5331,10000,21450645341,214.50645340999998,1999175.0
107,2020-06-11 17:42:00+00:00,XBTUSD,9323.0,9323.5,9322.5,9323.5,208,408225,9323.14,2614,4378703687,43.787036869999994,408225.0
108,2020-06-11 17:43:00+00:00,XBTUSD,9323.5,9325.0,9323.0,9325.0,204,1314889,9324.8788,928,14101548538,141.01548537999997,1314889.0
109,2020-06-11 17:44:00+00:00,XBTUSD,9325.0,9329.0,9324.5,9329.0,263,817745,9325.7484,20,8768695822,87.68695822,817745.0
110,2020-06-11 17:45:00+00:00,XBTUSD,9329.0,9364.5,9328.5,9351.5,2238,11608497,9351.038,180,124145114272,1241.45114272,11608497.0
111,2020-06-11 17:46:00+00:00,XBTUSD,9351.5,9382.5,9351.0,9368.0,1370,5200964,9372.0712,4,55499297869,554.9929786900001,5200964.0
112,2020-06-11 17:47:00+00:00,XBTUSD,9368.0,9376.0,9361.0,9361.0,762,5040536,9370.3148,1,53795359438,537.95359438,5040536.0
113,2020-06-11 17:48:00+00:00,XBTUSD,9361.0,9361.5,9323.0,9334.0,1398,6985659,9337.0682,1,74819424032,748.19424032,6985659.0
114,2020-06-11 17:49:00+00:00,XBTUSD,9334.0,9340.5,9332.0,9336.5,582,3548666,9337.9401,700,38005532036,380.0553203600001,3548666.0
115,2020-06-11 17:50:00+00:00,XBTUSD,9336.5,9337.0,9336.0,9336.0,140,926312,9337.0682,50,9921538607,99.21538607000001,926312.0
116,2020-06-11 17:51:00+00:00,XBTUSD,9336.0,9345.0,9334.5,9345.0,423,1602770,9337.9401,16236,17165241779,171.65241779000004,1602770.0
117,2020-06-11 17:52:00+00:00,XBTUSD,9345.0,9345.0,9344.5,9345.0,82,259583,9345.0,1000,2777797683,27.77797683,259583.0
118,2020-06-11 17:53:00+00:00,XBTUSD,9345.0,9345.0,9335.5,9335.5,321,1054464,9342.3019,2907,11287350282,112.87350282000001,1054464.0
119,2020-06-11 17:54:00+00:00,XBTUSD,9335.5,9336.0,9334.5,9335.0,90,507292,9335.3249,100,5434145317,54.34145317,507292.0
120,2020-06-11 17:55:00+00:00,XBTUSD,9335.0,9345.0,9334.5,9345.0,408,1439120,9336.1964,1000,15415725783,154.15725783000002,1439120.0
